Product URL,APPLICATION VISCOSITY (25°C),Above sea level,Accessory description,Accessory material,Accessory rated voltage,Accessory size,Accessory type,Actuator adjustment,Actuator material,Actuator type,Altitude,Ambient temperature,Application,Application Method,Application Surface,Application method,Application methods,Application surface,Application type,Approx. weight,Asset,Atmosphere,Balancing Method,Batteries Current,Battery Type,Battery type,Baud rate,Bearing cap,Body material,Bolt Material,Brake Type,Brake input Voltage,Breakdown torque,Brightness scale maximum,Brightness scale minimum,Busbar Voltage (DC),Busbar voltage (DC),By-pass transformer,CATALYSIS PER VOLUME A,CATALYSIS PER VOLUME B,CATALYSIS PER VOLUME C,Capacity @ 25°C,Casing,Certification,Code color paint,Color,Color component for terminal block,Color scale,Communication,Communication protocol,Complement,Component B,Component B type II,Component C,Connection Cables Quantity,Connection output type,Constructive form,Contact action,Contact type,Contactors compatible with this product,Control voltage,Cooling,Cura,Cure temperature,Cure time,Curing,Current type,DE bearing Seal,DESCRICAO TINTA,DRYING TOUCH (25°C),Degree of Protection,Degree of protection,Depth,Description,Design,Digital outputs,Dilution (% volume),Dimension of touch area,Dimensions,Drain,Drip Cover,Drying handling  (25°C),Duty Cycle,Efficiency @ 100%,Efficiency @ 50%,Efficiency @ 75%,"Efficiency Cos Φ 0,8 (100% of load) [%]","Efficiency Cos Φ 0,8 (25% of load) [%]","Efficiency Cos Φ 0,8 (50% of load) [%]","Efficiency Cos Φ 0,8 (75% of load) [%]","Efficiency Cos Φ 0,9 (100% of load) [%]","Efficiency Cos Φ 0,9 (25% of load) [%]","Efficiency Cos Φ 0,9 (50% of load) [%]","Efficiency Cos Φ 0,9 (75% of load) [%]","Efficiency Cos Φ 1,0 (100% of load) [%]","Efficiency Cos Φ 1,0 (25% of load) [%]","Efficiency Cos Φ 1,0 (50% of load) [%]","Efficiency Cos Φ 1,0 (75% of load) [%]",Enclosure,Enclosure type,Equalizing voltage @ 25°C,Espessura,Evaporation,Exciting current,Family,Fan Cover material,Fan material,Final drying (25° C),Floating Voltage @ 25°C,Foot flatness,Frame,Frame Material,Frequency,Function,Function complement,Gateway/Edge Device,Ground pin position,Grounding Lugs,HV rated voltage,HV/LV conductors material,Height,Hot spot,Housing material,Impedance,Impregnation Method,Input Voltage,Input voltage,Instalation,Insulating temperature class,Insulation Class,Interface 1,Interface 2,Internal resistance,Joints Seal,K Factor,L. R. Amperes,LIFETSPAN MIXTURE (25°C),LRC,Language,Law number,License,Load percentaje,Locked rotor time,Locked rotor torque,Main terminal box hole,Manimum drying refinish (25°C),Max. nominal current for terminal blocks,Max. short circuit capacity,Maximum ambient temperature,Maximum discharge current,Maximum drying refinish (25°C),Maximum output current,Maximum recharge current,Maximum temperature dry resist,Maximum thickness,Maximum thickness coat dry,Measurement type,Minimum thickness,Minimum thickness coat dry,Model,Moment of inertia (J),Motor circuit breakers compatible with this product,Mounting,NBI (AT),NDE bearing Seal,NORMATIZATION,No load current,No-load losses,Noise level,Nominal operating temperature,Nominal section of borne cable,Number of Cells,Number of Poles,Number of battery modules,Number of contacts,Number of digital inputs,"Number of digital outputs (PNP type, isolated and protected)",Number of phases,Number of points,Number of poles,Number of stages,Number of terminal poles,Operating / command voltage,Operating current,Operating temperature,Operating voltage,Operating/control voltage,Output,Output contact,Output voltage,Overload protector (phenolic),PACKAGE CONTENT,PACKAGING,PAINT COLOR,PAINT COMMERCIAL COLOR,PAINT COMPONENT,PAINT FAMILY,PAINT FINISH,PAINT FUNCTION,PAINT PRODUCTS LINE,PAINT VERSION,Pack,Painting,Partial discharge,Payloads,Phase,Power,Power factor @ 100%,Power factor @ 50%,Power factor @ 75%,Product,Product family,Product group,Protection degree,REFERENCIA TINTA LIQUIDA,RESIN SYSTEM,Rated LV voltage,Rated Voltage,Rated current,Rated power,Rated speed,Rated torque,Rated voltage,Reactive power,Regreasing System,"Regulation Cos Φ 1,0 (100% of load) [%]","Regulation Cos Φ 1,0 (80% of load) [%]","Regulation Cos Φ 1,0 (90% of load) [%]",Relays,Resilient Base,Resin Relation,Rotation,SOLIDS VOLUME,SOLVENT ETQ,Screw cap,Service factor,Shaft Locking Device,Shaft Material,Shine,Slip,Smart code,Socket Type,Solids per volume,Space Heater Voltage,Specific weight,Standard,Standard IEC 61439-1,Starting Method,Structure Color,Structure color,Subscription time,Supplement for accessories for terminal block line,Supply voltage,Surface Preparation,Surface preparation,Synchronous speed,Taps,Temperature rise,Terminal Block,Terminal line reference,Thermal Class,Thread dimension,Timing function,Total losses,Tropicalized Painting,Type,UN CODE,Unit,Use,Use recommendations,VECTOR GROUP,Voltage,Voltage switch type,Weight,Width,Winding temperature rise,Winding thermal protection
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-20-cv-2P-160M-3Ph-220-380-440-V-60-Hz-IC411---TFVE---B5D/p/13013764,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,115 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 150.0 Nm,220-240 V,370 %,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,91.0,89.5,90.8,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,160M,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,417/242/209 A,,8.2,,,,,10s (cold) 6s (hot),300 %,"RWG(Rp) 1 1/2""",,,,,,,,,,,,,,,,0.0585 kgm²,,B5D,,Lip Seal,,22.0/12.7/11.0 A,,72.0 dB(A),,,,2,,,,,,,,,,,,,,,15 kW (20 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.85,0.68,0.79,,,,,,,,,50.9/29.5/25.5 A,,3550 rpm,4.12 kgfm,220/380/440 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,1.39 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-20-cv-2P-160M-3Ph-220-380-V-60-Hz-IC411---TFVE---B5D/p/13010376,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,115 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 150.0 Nm,220-240 V,370 %,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,91.0,89.5,90.8,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,160M,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,417/242 A,,8.2,,,,,10s (cold) 6s (hot),300 %,"RWG(Rp) 1 1/2""",,,,,,,,,,,,,,,,0.0585 kgm²,,B5D,,Lip Seal,,22.0/12.7 A,,72.0 dB(A),,,,2,,,,,,,,,,,,,,,15 kW (20 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.85,0.68,0.79,,,,,,,,,50.9/29.5 A,,3550 rpm,4.12 kgfm,220/380 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,1.39 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-20-cv-4P-160M-3Ph-220-380-440-V-60-Hz-IC411---TFVE---B5D/p/13013594,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,159 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 150.0 Nm,220-240 V,280 %,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,93.0,91.6,92.7,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,160M,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,444/257/222 A,,8.5,,,,,18s (cold) 10s (hot),260 %,"RWG(Rp) 1 1/2""",,,,,,,,,,,,,,,,0.1471 kgm²,,B5D,,Lip Seal,,24.0/13.9/12.0 A,,64.0 dB(A),,,,4,,,,,,,,,,,,,,,15 kW (20 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.81,0.64,0.75,,,,,,,,,52.2/30.2/26.1 A,,1770 rpm,8.25 kgfm,220/380/440 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,1.67 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-20-cv-4P-160M-3Ph-220-380-V-60-Hz-IC411---TFVE---B5D/p/13013624,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,159 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 150.0 Nm,220-240 V,280 %,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,93.0,91.6,92.7,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,160M,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,444/257 A,,8.5,,,,,18s (cold) 10s (hot),260 %,"RWG(Rp) 1 1/2""",,,,,,,,,,,,,,,,0.1471 kgm²,,B5D,,Lip Seal,,24.0/13.9 A,,64.0 dB(A),,,,4,,,,,,,,,,,,,,,15 kW (20 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.81,0.64,0.75,,,,,,,,,52.2/30.2 A,,1770 rpm,8.25 kgfm,220/380 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,1.67 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-20-cv-6P-180M-3Ph-220-380-440-V-60-Hz-IC411---TFVE---B5D/p/13014093,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,198 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 260.0 Nm,220-240 V,340 %,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,91.7,91.5,91.7,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,180M,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,414/240/207 A,,8.0,,,,,16s (cold) 9s (hot),260 %,"RWG(Rp) 1 1/2""",,,,,,,,,,,,,,,,0.2560 kgm²,,B5D,,Lip Seal,,25.0/14.5/12.5 A,,59.0 dB(A),,,,6,,,,,,,,,,,,,,,15 kW (20 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.83,0.65,0.77,,,,,,,,,51.7/29.9/25.9 A,,1175 rpm,12.4 kgfm,220/380/440 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,2.08 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-20-cv-8P-180L-3Ph-220-380-440-V-60-Hz-IC411---TFVE---B5D/p/13014532,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,196 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 260.0 Nm,220-240 V,310 %,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,90.2,89.5,90.1,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,180L,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,409/237/204 A,,7.3,,,,,18s (cold) 10s (hot),270 %,"RWG(Rp) 1 1/2""",,,,,,,,,,,,,,,,0.3246 kgm²,,B5D,,Lip Seal,,30.0/17.4/15.0 A,,54.0 dB(A),,,,8,,,,,,,,,,,,,,,15 kW (20 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.78,0.59,0.71,,,,,,,,,56.0/32.4/28.0 A,,880 rpm,16.6 kgfm,220/380/440 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,2.22 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-25-cv-2P-160M-3Ph-220-380-440-V-60-Hz-IC411---TFVE---B5D/p/13013765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPW55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABNT NBR 17094,,,,,,,,,,3600 rpm,,,,,,,,,,,,,,,,220/380/440 V,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-25-cv-2P-160M-3Ph-220-380-V-60-Hz-IC411---TFVE---B5D/p/13010418,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,119 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 150.0 Nm,220-240 V,350 %,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,91.7,91.0,91.5,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,160M,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,505/292 A,,8.3,,,,,10s (cold) 6s (hot),300 %,"RWG(Rp) 1 1/2""",,,,,,,,,,,,,,,,0.0626 kgm²,,B5D,,Lip Seal,,23.4/13.5 A,,72.0 dB(A),,,,2,,,,,,,,,,,,,,,18.5 kW (25 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.87,0.72,0.82,,,,,,,,,60.9/35.2 A,,3550 rpm,5.08 kgfm,220/380 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,1.39 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-25-cv-4P-160L-3Ph-220-380-V-60-Hz-IC411---TFVE---B5D/p/13013661,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,195 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 150.0 Nm,220-240 V,280 %,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,93.6,92.4,93.6,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,160L,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,442/256 A,,6.9,,,,,23s (cold) 13s (hot),270 %,"RWG(Rp) 1 1/2""",,,,,,,,,,,,,,,,0.1812 kgm²,,B5D,,Lip Seal,,29.0/16.8 A,,64.0 dB(A),,,,4,,,,,,,,,,,,,,,18.5 kW (25 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.81,0.64,0.75,,,,,,,,,64.0/37.1 A,,1775 rpm,10.2 kgfm,220/380 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,1.39 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-25-cv-6P-180L-3Ph-220-380-440-V-60-Hz-IC411---TFVE---B5D/p/13014097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPW55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABNT NBR 17094,,,,,,,,,,1200 rpm,,,,,,,,,,,,,,,,220/380/440 V,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-25-cv-8P-200L-3Ph-220-380-440-V-60-Hz-IC411---TFVE---B5D/p/13014535,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,231 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 400.0 Nm,220-240 V,220 %,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,90.2,90.0,90.1,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,200L,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,385/223/192 A,,5.0,,,,,41s (cold) 23s (hot),200 %,"RWG(Rp) 2""",,,,,,,,,,,,,,,,0.4396 kgm²,,B5D,,Lip Seal,,45.0/26.1/22.5 A,,56.0 dB(A),,,,8,,,,,,,,,,,,,,,18.5 kW (25 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.70,0.50,0.62,,,,,,,,,76.9/44.5/38.5 A,,883 rpm,20.4 kgfm,220/380/440 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,1.89 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-30-cv-2P-160L-3Ph-220-380-440-V-60-Hz-IC411---TFVE---B5D/p/13013788,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,131 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 150.0 Nm,220-240 V,390 %,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,91.7,91.0,91.5,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,160L,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,659/382/329 A,,9.0,,,,,9s (cold) 5s (hot),320 %,"RWG(Rp) 1 1/2""",,,,,,,,,,,,,,,,0.0700 kgm²,,B5D,,Lip Seal,,30.0/17.4/15.0 A,,72.0 dB(A),,,,2,,,,,,,,,,,,,,,22 kW (30 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.86,0.70,0.80,,,,,,,,,73.2/42.4/36.6 A,,3550 rpm,6.04 kgfm,220/380/440 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,1.39 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-30-cv-2P-160L-3Ph-220-380-V-60-Hz-IC411---TFVE---B5D/p/13010420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPW55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABNT NBR 17094,,,,,,,,,,3600 rpm,,,,,,,,,,,,,,,,220/380 V,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-30-cv-4P-180M-3Ph-220-380-440-V-60-Hz-IC411---TFVE---B5D/p/13013621,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,207 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 260.0 Nm,220-240 V,320 %,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,93.6,92.5,93.0,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,180M,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,609/353/305 A,,8.0,,,,,21s (cold) 12s (hot),280 %,"RWG(Rp) 1 1/2""",,,,,,,,,,,,,,,,0.1918 kgm²,,B5D,,Lip Seal,,35.6/20.6/17.8 A,,63.0 dB(A),,,,4,,,,,,,,,,,,,,,22 kW (30 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.81,0.65,0.76,,,,,,,,,76.2/44.1/38.1 A,,1775 rpm,12.1 kgfm,220/380/440 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,1.39 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-30-cv-6P-200L-3Ph-220-380-440-V-60-Hz-IC411---TFVE---B5D/p/13014122,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,277 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 400.0 Nm,220-240 V,280 %,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,93.0,91.0,92.2,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,200L,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,532/308/266 A,,6.6,,,,,34s (cold) 19s (hot),250 %,"RWG(Rp) 2""",,,,,,,,,,,,,,,,0.4204 kgm²,,B5D,,Lip Seal,,44.0/25.5/22.0 A,,62.0 dB(A),,,,6,,,,,,,,,,,,,,,22 kW (30 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.77,0.56,0.69,,,,,,,,,80.6/46.7/40.3 A,,1182 rpm,18.1 kgfm,220/380/440 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,1.50 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en//MKT-WMO-BR-IMAGE-W22-Motofreio-Plus-Premium-160-200-IE3-B5D/W22-Brake-Motor-IR3-Premium-40-cv-4P-200M-3Ph-220-380-440-V-60-Hz-IC411---TFVE---B5D/p/13013625,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,283 kg,,,1/2 Key,,,,,Yes- Bearing Cap,,,WEG - 400.0 Nm,220-240 V,310 %,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,V'Ring,,,IPW55,,,,N,,,,,,Without,,S1,94.1,92.5,93.0,,,,,,,,,,,,,IC411 - TFVE,,,,,,,Cast Iron,Aluminum,,,,200M,Cast Iron,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,816/473/408 A,,8.0,,,,,18s (cold) 10s (hot),290 %,"RWG(Rp) 2""",,,,,,,,,,,,,,,,0.3202 kgm²,,B5D,,Lip Seal,,48.0/27.8/24.0 A,,66.0 dB(A),,,,4,,,,,,,,,,,,,,,30 kW (40 HP-cv),,,Without overload protector,,,,,,,,,,,,RAL 5009 203A (ISO 12944 - C3),,,,,0.82,0.63,0.76,,,,,,,,,102/59.1/51.0 A,,1781 rpm,16.4 kgfm,220/380/440 V,,,,,,,,,Both (CW and CCW),,,STAINLESS STEEL AISI 316L,1.25,Without,SAE 1040/45 Carbon Steel,,1.06 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,BMC - 6 pins,,,,,,Without,,,,,,,,,,,,
