Product URL,APPLICATION VISCOSITY (25°C),Above sea level,Accessory description,Accessory material,Accessory rated voltage,Accessory size,Accessory type,Actuator adjustment,Actuator material,Actuator type,Altitude,Ambient temperature,Application,Application Method,Application Surface,Application method,Application methods,Application surface,Application type,Approx. weight,Asset,Atmosphere,Balancing Method,Batteries Current,Battery Type,Battery type,Baud rate,Bearing cap,Body material,Bolt Material,Brake Type,Brake input Voltage,Breakdown torque,Brightness scale maximum,Brightness scale minimum,Busbar Voltage (DC),Busbar voltage (DC),By-pass transformer,CATALYSIS PER VOLUME A,CATALYSIS PER VOLUME B,CATALYSIS PER VOLUME C,Capacity @ 25°C,Casing,Certification,Code color paint,Color,Color component for terminal block,Color scale,Communication,Communication protocol,Complement,Component B,Component B type II,Component C,Connection Cables Quantity,Connection output type,Constructive form,Contact action,Contact type,Contactors compatible with this product,Control voltage,Cooling,Cura,Cure temperature,Cure time,Curing,Current type,DE bearing Seal,DESCRICAO TINTA,DRYING TOUCH (25°C),Degree of Protection,Degree of protection,Depth,Description,Design,Digital outputs,Dilution (% volume),Dimension of touch area,Dimensions,Drain,Drip Cover,Drying handling  (25°C),Duty Cycle,Efficiency @ 100%,Efficiency @ 50%,Efficiency @ 75%,"Efficiency Cos Φ 0,8 (100% of load) [%]","Efficiency Cos Φ 0,8 (25% of load) [%]","Efficiency Cos Φ 0,8 (50% of load) [%]","Efficiency Cos Φ 0,8 (75% of load) [%]","Efficiency Cos Φ 0,9 (100% of load) [%]","Efficiency Cos Φ 0,9 (25% of load) [%]","Efficiency Cos Φ 0,9 (50% of load) [%]","Efficiency Cos Φ 0,9 (75% of load) [%]","Efficiency Cos Φ 1,0 (100% of load) [%]","Efficiency Cos Φ 1,0 (25% of load) [%]","Efficiency Cos Φ 1,0 (50% of load) [%]","Efficiency Cos Φ 1,0 (75% of load) [%]",Enclosure,Enclosure type,Equalizing voltage @ 25°C,Espessura,Evaporation,Exciting current,Family,Fan Cover material,Fan material,Final drying (25° C),Floating Voltage @ 25°C,Foot flatness,Frame,Frame Material,Frequency,Function,Function complement,Gateway/Edge Device,Ground pin position,Grounding Lugs,HV rated voltage,HV/LV conductors material,Height,Hot spot,Housing material,Impedance,Impregnation Method,Input Voltage,Input voltage,Instalation,Insulating temperature class,Insulation Class,Interface 1,Interface 2,Internal resistance,Joints Seal,K Factor,L. R. Amperes,LIFETSPAN MIXTURE (25°C),LRC,Language,Law number,License,Load percentaje,Locked rotor time,Locked rotor torque,Main terminal box hole,Manimum drying refinish (25°C),Max. nominal current for terminal blocks,Max. short circuit capacity,Maximum ambient temperature,Maximum discharge current,Maximum drying refinish (25°C),Maximum output current,Maximum recharge current,Maximum temperature dry resist,Maximum thickness,Maximum thickness coat dry,Measurement type,Minimum thickness,Minimum thickness coat dry,Model,Moment of inertia (J),Motor circuit breakers compatible with this product,Mounting,NBI (AT),NDE bearing Seal,NORMATIZATION,No load current,No-load losses,Noise level,Nominal operating temperature,Nominal section of borne cable,Number of Cells,Number of Poles,Number of battery modules,Number of contacts,Number of digital inputs,"Number of digital outputs (PNP type, isolated and protected)",Number of phases,Number of points,Number of poles,Number of stages,Number of terminal poles,Operating / command voltage,Operating current,Operating temperature,Operating voltage,Operating/control voltage,Output,Output contact,Output voltage,Overload protector (phenolic),PACKAGE CONTENT,PACKAGING,PAINT COLOR,PAINT COMMERCIAL COLOR,PAINT COMPONENT,PAINT FAMILY,PAINT FINISH,PAINT FUNCTION,PAINT PRODUCTS LINE,PAINT VERSION,Pack,Painting,Partial discharge,Payloads,Phase,Power,Power factor @ 100%,Power factor @ 50%,Power factor @ 75%,Product,Product family,Product group,Protection degree,REFERENCIA TINTA LIQUIDA,RESIN SYSTEM,Rated LV voltage,Rated Voltage,Rated current,Rated power,Rated speed,Rated torque,Rated voltage,Reactive power,Regreasing System,"Regulation Cos Φ 1,0 (100% of load) [%]","Regulation Cos Φ 1,0 (80% of load) [%]","Regulation Cos Φ 1,0 (90% of load) [%]",Relays,Resilient Base,Resin Relation,Rotation,SOLIDS VOLUME,SOLVENT ETQ,Screw cap,Service factor,Shaft Locking Device,Shaft Material,Shine,Slip,Smart code,Socket Type,Solids per volume,Space Heater Voltage,Specific weight,Standard,Standard IEC 61439-1,Starting Method,Structure Color,Structure color,Subscription time,Supplement for accessories for terminal block line,Supply voltage,Surface Preparation,Surface preparation,Synchronous speed,Taps,Temperature rise,Terminal Block,Terminal line reference,Thermal Class,Thread dimension,Timing function,Total losses,Tropicalized Painting,Type,UN CODE,Unit,Use,Use recommendations,VECTOR GROUP,Voltage,Voltage switch type,Weight,Width,Winding temperature rise,Winding thermal protection
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Conectivity-and-Monitoring-Devices/Industrial-Switches-and-Protocol-Converters/Protocol-Converters/INTERFACE-CONVERTER-RS485-ETHERNET/p/14389293,,,,,,,,,,,,,,,,,,,,,,,,,,,"Up to 115,2 kbps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS485,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS485-ETH-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-50Vac/dc,,,,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-cloud/WEG-Energy-Management-cloud/p/80003169,,,,,,,,,,,,,,,,,,,,,Electric Consuption Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agnostic,,,,,,,,,,,,,,,,,,,,,,,,(Article 1.03 of SL 116/2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric-Basic,,,Unlimited,,,,,,Weg Energy Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 year,,,,,,,,,,,,,,,SaaS,,Un,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-cloud/WEG-Energy-Management-cloud/p/80003170,,,,,,,,,,,,,,,,,,,,,Electric Consuption Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agnostic,,,,,,,,,,,,,,,,,,,,,,,,(Article 1.03 of SL 116/2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric-Intermed,,,Unlimited,,,,,,Weg Energy Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 year,,,,,,,,,,,,,,,SaaS,,Un,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-cloud/WEG-Energy-Management-cloud/p/80003171,,,,,,,,,,,,,,,,,,,,,Electric Consuption Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agnostic,,,,,,,,,,,,,,,,,,,,,,,,(Article 1.03 of SL 116/2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric-Advanced,,,Unlimited,,,,,,Weg Energy Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 year,,,,,,,,,,,,,,,SaaS,,Un,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-on-premise/WEG-Energy-Management/p/80002699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Management Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-on-premise/WEG-Energy-Management/p/80002700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Management Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-on-premise/WEG-Energy-Management/p/80002701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Management Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-on-premise/WEG-Energy-Management/p/80002702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Management Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-on-premise/WEG-Energy-Management/p/80002703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Management Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-on-premise/WEG-Energy-Management/p/80002704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Management Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-on-premise/WEG-Energy-Management/p/80002705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Management Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-on-premise/WEG-Energy-Management/p/80002706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Management Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-on-premise/WEG-Energy-Management/p/80002709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Billing module,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-on-premise/WEG-Energy-Management/p/80002710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced alarm module,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unlimited points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WES Engineering and Runtime Software (Hot-Standby),,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002840,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-Premise Softkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unlimited points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WES Engineering and Runtime Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002841,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-Premise Softkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.000 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WES Engineering and Runtime Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002842,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-Premise Softkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.000 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WES Engineering and Runtime Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.500 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WES Engineering and Runtime Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002844,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-Premise Softkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WES Engineering and Runtime Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002845,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-Premise Softkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WES Engineering and Runtime Software,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002846,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-Premise Softkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unlimited points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software WES Runtime Only (Hot-Standby),,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002847,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-Premise Softkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unlimited points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software WES Runtime Only,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions/Conectivity-and-Monitoring-Devices/Industrial-Switches-and-Protocol-Converters/Protocol-Converters/INTERFACE-CONVERTER-USB-RS485/p/14389292,,,,,,,,,,,,,,,,,,,,,,,,,,,"Up to 115,2 kbps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,RS485,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-RS485-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-fed,,,,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Electric-Motors/Single-Phase/Fans/Poultry-Fan/c/BR_MT_1PHASE_POULTRYFAN,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,8.7 kg,,,,,,,,No-Without Bearing Cap,,,,,150 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V'Ring,,,IP54,,,,,,,,,,Without,,Cont.(S1),65.0,54.0,62.0,,,,,,,,,,,,,IC418 - TEAO,,,,,,,Without Fan Cover,Without fan,,,,48,Rolled Steel,60 Hz,,,,,In the frame,,,,,,,Dip and Bake,,,,,F,,,,,,16.2/8.12 A,,2.9x(Code C),,,,,10s (cold) 6s (hot),40 %,,,,,,,,,,,,,,,,,0.0021 kgm²,,B14D,,V'Ring,,3.50/1.75 A,,,,,,6,,,,,,,,,,,,,,,0.37 kW (0.5 HP-cv),,,Without overload protector,,,,,,,,,,,,MUNSELL N 6.5 207N (ISO 12944 - C2),,,,,0.90,0.75,0.84,,,,,,,,,5.60/2.80 A,,1120 rpm,0.322 kgfm,110/220 V,,,,,,,Without,,CW,,,,1.00,,SAE 1040/45 Carbon Steel,,6.67 %,,,,,,,,Direct On Line,,,,,,,,,,105 K,,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Electric-Motors/Single-Phase/General-Purpose/W12/W12-Permanent-Capacitor-0-12-cv-4P-W63-1Ph-220-V-60-Hz-IC411---TEFC---B3D/p/15167270,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,3.1 kg,,,Not Balanced,,,,,No-Without Bearing Cap,,Carbon Steel,,,160 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V'Ring,,,IP55,,,,,,,,,"Plastic, closed",Without,,S1,47.5,27.5,38.0,,,,,,,,,,,,,IC411 - TEFC,,,,,,,Industrial polymer,Plastic,,,,W63,Aluminum,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,2.24 A,,2.5,,,,,28s (cold) 16s (hot),60 %,,,,,,,,,,,,,,,,,0.0003 kgm²,,B3D,,V'Ring,,0.800 A,,50.0 dB(A),,,,4,,,,,,,,,,,,,,,0.09 kW (0.12 HP-cv),,,Without overload protector,,,,,,,,,,,,Without finishing painting,,,,,0.96,0.92,0.96,,,,,,,,,0.897 A,,1689 rpm,0.052 kgfm,220 V,,,,,,,,,Both (CW and CCW),,,,1.15,Without,SAE 1040/45 Carbon Steel,,6.17 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,Without,,,,,,Without,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Electric-Motors/Single-Phase/General-Purpose/W12/W12-Permanent-Capacitor-0-16-cv-4P-W63-1Ph-220-V-60-Hz-IC411---TEFC---B3D/p/15166217,,,,,,,,,,,1000 m.a.s.l.,-20°C to +40°C,,,,,,,,3.5 kg,,,Not Balanced,,,,,No-Without Bearing Cap,,Carbon Steel,,,160 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V'Ring,,,IP55,,,,,,,,,"Plastic, closed",Without,,S1,53.5,34.0,44.0,,,,,,,,,,,,,IC411 - TEFC,,,,,,,Industrial polymer,Plastic,,,,W63,Aluminum,60 Hz,,,,,Single,,,,,,,Dip and Bake Polyester,,,,,F,,,,,,3.10 A,,2.9,,,,,25s (cold) 14s (hot),50 %,,,,,,,,,,,,,,,,,0.0003 kgm²,,B3D,,V'Ring,,0.900 A,,50.0 dB(A),,,,4,,,,,,,,,,,,,,,0.12 kW (0.16 HP-cv),,,Without overload protector,,,,,,,,,,,,Without finishing painting,,,,,0.95,0.86,0.92,,,,,,,,,1.07 A,,1692 rpm,0.069 kgfm,220 V,,,,,,,,,Both (CW and CCW),,,,1.15,Without,SAE 1040/45 Carbon Steel,,6.00 %,,,,,,,,Direct On Line,,,,,,,,,,80 K,Without,,,,,,Without,,,,,,,,,,,,
