Product URL,Accessory description,Accessory type 1,Actuator type,Application,Bluetooth network,Body material,Color,Color scale,Connectivity mode,Contact action,Cura,Degree of Protection,Ethernet network,Evaporation,Family,Frequency,Function,Input voltage,Memory type,Model,Module type,Nominal section of borne cable,Number of points,Number of poles,Optional,PACKAGING,PAINT COLOR,PAINT COMMERCIAL COLOR,PAINT COMPONENT,PAINT FINISH,PAINT FUNCTION,PAINT PRODUCTS LINE,PAINT VERSION,Payloads,Product family,RESIN SYSTEM,Rated Power,Real time clock (RTC),SOLIDS VOLUME,Shine,Size,Smart code,Standard,Storage capacity,Subscription time,Supplement for accessories for terminal block line,Supply voltage,Synchronous speed,Terminal line reference,Thermal Class,Type,Voltage,Wi-Fi network
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-POLIESTER/p/12259131,,,,,,,,"70,027",,,,,,,,,,,,,,,,,,Round Can,Black,BLACK EBONY FORD 2005,,Smooth,Intermediate,Polyester,,,,Polyester,,,9 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-POLIESTER/p/12259133,,,,,,,,"60,009",,,,,,,,,,,,,,,,,,Round Can,White,WHITE BANCHISA FIAT 96,,Smooth,Intermediate,Polyester,,,,Polyester,,,20 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-POLIESTER/p/12259137,,,,,,,,"70,026",,,,,,,,,,,,,,,,,,Round Can,Black,BLACK VULCANO FIAT 2001,,Smooth,Intermediate,Polyester,,,,Polyester,,,9 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-POLIESTER/p/12259138,,,,,,,,"70,022",,,,,,,,,,,,,,,,,,Round Can,Black,BLACK LISZT GM 94,,Smooth,Intermediate,Polyester,,,,Polyester,,,9 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-POLIESTER/p/12259139,,,,,,,,"32,170",,,,,,,,,,,,,,,,,,Round Can,Silver,GRIS ALUM MET PEU/CIT 2003,,Metallic,Intermediate,Polyester,,,,Polyester,,,15 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-POLIESTER/p/12259142,,,,,,,,"80,017",,,,,,,,,,,,,,,,,,Round Can,Red,RED ALPINE FIAT 96,,Smooth,Intermediate,Polyester,,,,Polyester,,,11 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-POLIESTER/p/12259262,,,,,,,,"5,194",,,,,,,,,,,,,,,,,,Round Can,Grey,GRAY SCANDIUM MET FIAT 2003,,Metallic,Intermediate,Polyester,,,,Polyester,,,16 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-SINTETIC/p/12259263,,,,,,,,0,,,,,,,,,,,,,,,,,,Metallic Gallon,White,PURE WHITE,,Smooth,Finishing,MODIFIED POLYESTER,,,,Alkyd,,,52 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-SINTETIC/p/12259453,,,,,,,,W,,,,,,,,,,,,,,,,,,Round Can,Black,Black Matte,,Smooth,Finishing,MODIFIED POLYESTER,,,,Alkyd,,,41 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-SINTETIC/p/12259840,,,,,,,,0,,,,,,,,,,,,,,,,,,Metallic Gallon,Black,Black Cadilac,,,Finishing,MODIFIED POLYESTER,,,,Alkyd,,,41 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-SINTETIC/p/12259870,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Black,Black Cadilac,,Smooth,Finishing,MODIFIED POLYESTER,,,,Alkyd,,,41 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-SINTETIC/p/12278704,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Red,Chassis Red,,Smooth,Finishing,MODIFIED POLYESTER,,,,Alkyd,,,11 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-SINTETIC/p/12280531,,,,,,,,0,,,,,,,,,,,,,,,,,,Metallic Gallon,Aluminum,Aluminum Opalescente,,Metallic,Finishing,MODIFIED POLYESTER,,,,Alkyd,,,44 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-SINTETIC/p/12280533,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Aluminum,Aluminum Opalescente,,Metallic,Finishing,MODIFIED POLYESTER,,,,Alkyd,,,44 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-SINTETIC/p/12658614,,,,,,,,"60,381",,,,,,,,,,,,,,,,,,Round Can,White,PURE WHITE,,,Finishing,MODIFIED POLYESTER,,,,Alkyd,,,52 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-SINTETIC/p/12659600,,,,,,,,0,,,,,,,,,,,,,,,,,,Metallic Gallon,Black,Black Matte,,Smooth,Finishing,MODIFIED POLYESTER,,,,Alkyd,,,41 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-SINTETIC/p/15582441,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-URETHANE/p/12258737,,,,,,,,0,,,,,,,,,,,,,,,,,,Metallic Gallon,White,FROST WHITE VW 95,,Smooth,Finishing,Automotive Refinishing,,,,Acrylic,,,48 ± 3% (ISO 3233),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-URETHANE/p/12258943,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,White,WHITE BANCHISA FIAT 96,,Smooth,Finishing,Polyurethane,,,,Acrylic,,,35 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-URETHANE/p/12258947,,,,,,,,"60,008",,,,,,,,,,,,,,,,,,Round Can,White,WHITE CRYSTAL VW 2003,,Smooth,Finishing,Polyurethane,,,,Acrylic,,,35 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-URETHANE/p/12258950,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,White,FROST WHITE VW 95,,Smooth,Finishing,Polyurethane,,,,Acrylic,,,35 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-URETHANE/p/12258953,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,White,WHITE MAHLER GM 94,,Smooth,Finishing,Polyurethane,,,,Acrylic,,,35 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-URETHANE/p/12258979,,,,,,,,0,,,,,,,,,,,,,,,,,,Metallic Gallon,Black,Black Cadilac,,Smooth,Finishing,Polyurethane,,,,Acrylic,,,41 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-URETHANE/p/12258981,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Black,Black Cadilac,,Smooth,Finishing,Polyurethane,,,,Acrylic,,,41 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-URETHANE/p/12276984,,,,,,,,MBB 9004,,,,,,,,,,,,,,,,,,Round Can,White,WHITE MBB 9004,,Smooth,Finishing,Polyurethane,,,,Acrylic,,,35 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-URETHANE/p/12277032,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Black,BLACK LISZT GM 94,,Smooth,Finishing,Polyurethane,,,,Acrylic,,,41 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/Ready-To-Use-Line/W-CAR-URETHANE/p/12277199,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Red,RED ALPINE FIAT 96,,Smooth,Finishing,Polyurethane,,,,Acrylic,,,40 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/CLEARCOAT-PU-ST-3001/p/13438197,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,,,,Smooth,Varnish,Automotive Refinishing,,,,Acrylic,,,NAO RELEVANTE,Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/CLEARCOAT-PU-ST-3001/p/15574778,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/CLEARCOAT-PU-ST-3001/p/15574780,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/CLEARCOAT-ST-W-10/p/12673257,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Colorless,,,Smooth,Varnish,Automotive Refinishing,,,,Acrylic,,,42 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/CLEARCOAT-ST-W-10/p/15574435,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/CLEARCOAT-ST-W-10/p/15574436,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-MULTI-ST/p/12289664,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Grey,Grey,,Smooth,Primer,Polyurethane,,,,Acrylic,,,34 ± 2% (ISO 3233 - 1998),Ultragflat,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-MULTI-ST/p/15575459,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-15/p/18415718,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Grey,Grey,,Smooth,Primer,Automotive Refinishing,,,,Modified Alkyd,,,47 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-15/p/18418438,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-18/p/18418699,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Grey,Grey,,Smooth,Primer,Automotive Refinishing,,,,Modified Alkyd,,,47 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-18/p/18418831,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-2081/p/17794522,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Grey,Grey,,Smooth,Primer,Automotive Refinishing,,,,Acrylic,,,35 ± 2% (ISO 3233 - 1998),,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-2081/p/17794525,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/15574786,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/15574820,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/15575238,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/15575239,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/15599319,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Grey,Grey,,Smooth,Primer,Polyurethane,,,,Acrylic Modified,,,35 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/15599320,,,,,,,,0,,,,,,,,,,,,,,,,,,Metallic Gallon,Grey,Grey,,Smooth,Primer,Automotive Refinishing,,,,Acrylic Modified,,,80 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/17792923,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Grey,Grey,,Smooth,Primer,Polyurethane,,,,Acrylic Modified,,,35 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/17794519,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/12270721,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,,MATTE,,Smooth,Varnish,Automotive Refinishing,,,,Acrylic,,,37 ± 3% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/12712757,,,,,,,,W,,,,,,,,,,,,,,,,,,Rectangular Can,,,,Smooth,Varnish,Automotive Refinishing,,,,Acrylic,,,54 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/12757170,,,,,,,,W,,,,,,,,,,,,,,,,,,Round Can,,,,Smooth,Varnish,Automotive Refinishing,,,,Acrylic,,,54 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/12799823,,,,,,,,W,,,,,,,,,,,,,,,,,,Rectangular Can,,,,Smooth,Varnish,Automotive Refinishing,,,,Acrylic,,,54 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15338352,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,,MATTE,,Smooth,Varnish,Automotive Refinishing,,,,Acrylic,,,37 ± 3% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15577041,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15577043,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15577044,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15577138,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15577140,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-60/p/15240424,,,,,,,,0,,,,,,,,,,,,,,,,,,Rectangular Can,Colorless,,,Smooth,Varnish,Automotive Refinishing,,,,Acrylic,,,40 ± 5% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-60/p/15240427,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-60/p/15240926,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR CAN 2.5L,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-60/p/15241221,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Colorless,,,Smooth,Varnish,Automotive Refinishing,,,,Acrylic,,,45 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-60/p/15636225,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR CAN 2.5L,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-60/p/16125185,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-79/p/15257396,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-79/p/15257828,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR CAN 2.5L,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-79/p/15259901,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-79/p/15259902,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR CAN 2.5L,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-79/p/15260273,,,,,,,,0,,,,,,,,,,,,,,,,,,Rectangular Can,Colorless,,,Smooth,Varnish,Automotive Refinishing,,,,Acrylic,,,40 ± 5% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-79/p/15260274,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Colorless,,,Smooth,Varnish,Automotive Refinishing,,,,Acrylic,,,45 ± 2% (ISO 3233 - 1998),Bright,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/PRIMER-UHT-W-50/p/15588472,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/PRIMER-UHT-W-50/p/15588473,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/PRIMER-UHT-W-50/p/15588474,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/PRIMER-UHT-W-50/p/15588475,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/PRIMER-UHT-W-50/p/15588477,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/PRIMER-UHT-W-50/p/15588528,,,,,,,,,,,,,,,,,,,,,,,,,,Round Can,,,,,,Catalyst,,,,,,,,,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/PRIMER-UHT-W-50/p/15599576,,,,,,,,0,,,,,,,,,,,,,,,,,,Round Can,Grey,Grey,,Smooth,Primer,Automotive Refinishing,,,,Acrylic,,,50 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/PRIMER-UHT-W-50/p/15599909,,,,,,,,0,,,,,,,,,,,,,,,,,,Metallic Gallon,Grey,Grey,,Smooth,Primer,Automotive Refinishing,,,,Acrylic,,,76 ± 2% (ISO 3233 - 1998),Matte,,,,,,,,,,,,,
