Product URL,ACABAMENTO PINTURA,Brilho,COMPONENTE TINTA,CONTEUDO EMBALAGEM,COR COMERCIAL TINTA,COR TINTA,Classe Térmica,Cor,Cura,EMBALAGEM,Escala de cor,FUNCAO TINTA,Família,Função,LINHA PRODUTOS TINTAS,SISTEMA RESINA,SOLIDOS VOLUME,VERSAO TINTA
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPD-151/p/10002704,Liso,Brilhante,,,Amarelo,Amarelo,,,,Balde Metálico,RAL 1006,Dupla Função,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPD-151/p/10002707,Liso,Semi-Fosco,,,Amarelo,Amarelo,,,,Balde Metálico,20.810,Dupla Função,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPD-151/p/10002712,Liso,Brilhante,,,Bege Dolomite,Bege,,,,Balde Metálico,23.100,Dupla Função,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPD-151/p/10002718,Metalizado,Brilhante,,,Alumínio,Alumínio,,,,Balde Metálico,30.200,Dupla Função,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPD-151/p/10002719,Metalizado,Brilhante,,,Alumínio,Alumínio,,,,Galão Metálico,30.200,Dupla Função,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPD-151/p/10002720,Liso,Brilhante,,,Azul,Azul,,,,Balde Metálico,"MUNSELL 2,5PB 4/10",Dupla Função,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPD-151/p/10002734,Liso,Semi-Fosco,,,Verde,Verde,,,,Balde Metálico,53.790,Dupla Função,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPD-151/p/10002737,Liso,Semi-Brilho,,,Branco,Branco,,,,Balde Metálico,"W MUNSELL N9,5",Dupla Função,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPP-115/p/10001138,Liso,Ultra-Fosco,,,Vermelho Óxido,Vermelho,,,,Balde Metálico,84.300,Primer,,,Alquídico,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPP-115/p/10001139,Liso,Ultra-Fosco,,,Vermelho Óxido,Vermelho,,,,Container,84.300,Primer,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPP-115/p/10001140,Liso,Ultra-Fosco,,,Vermelho Óxido,Vermelho,,,,Container,84.300,Primer,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPP-115/p/10001141,Liso,Ultra-Fosco,,,Vermelho Óxido,Vermelho,,,,Galão Metálico,84.300,Primer,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPP-115/p/10001142,Liso,Ultra-Fosco,,,Vermelho Óxido,Vermelho,,,,Tambor,84.300,Primer,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPP-115/p/10001501,Liso,Semi-Fosco,,,Cinza,Cinza,,,,Balde Metálico,19.410,Primer,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPP-115/p/10001502,Liso,Semi-Brilho,,,Cinza,Cinza,,,,Tambor,19.410,Primer,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPP-115/p/11119321,Liso,Ultra-Fosco,,,Branco,Branco,,,,Balde Metálico,0,Primer,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPP-115/p/14769000,Liso,Ultra-Fosco,,,Vermelho Óxido,Vermelho,,,,,84.300,Primer,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-HPP-115/p/17373158,Liso,Ultra-Fosco,,,Cinza Escuro,Cinza Escuro,,,,Balde Metálico,0,Primer,,,POLIESTER MODIFICADO,Alquídica Curta Modificada,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-PRIMER-NC/p/10001118,Liso,Ultra-Fosco,,,Vermelho Óxido,Vermelho,,,,Balde Metálico,84.300,Primer,,,POLIESTER MODIFICADO,Alquídica/Nitrocelulose,25 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-PRIMER-NC/p/10001178,Liso,Fosco,,,Preto,Preto,,,,Balde Metálico,0,Primer,,,POLIESTER MODIFICADO,Alquídica/Nitrocelulose,28 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-PRIMER-NC/p/10001180,Liso,Fosco,,,Vermelho Óxido,Vermelho,,,,Balde Metálico,84.330,Primer,,,POLIESTER MODIFICADO,Alquídica/Nitrocelulose,27 ± 3% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-LACK-PRIMER-NC/p/10057460,Liso,Fosco,,,Verde,Verde,,,,Balde Metálico,50.002,Primer,,,POLIESTER MODIFICADO,Alquídica/Nitrocelulose,25 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-POXI-BLOCK-HPP-402-RL-/p/14428510,Metalizado,Semi-Brilho,,,Alumínio,Alumínio,,,,Galão Metálico,0,Primer,,,Epóxi,Epóxi Novolac,85 ± 3% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Fundi%C3%A7%C3%A3o/W-POXI-BLOCK-HPP-402-RL-/p/14782631,Metalizado,Semi-Brilho,,,Alumínio,Alumínio,,,,Galão Metálico,0,Primer,,,Epóxi,Epóxi Novolac,96 ± 1% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-ESTER-HPP-965/p/10744230,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Balde Metálico,16.570,Primer,,,Ester Epóxi,Ester Epóxi,49 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-ESTER-HPP-965/p/10897462,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Balde Metálico,10.038,Primer,,,Ester Epóxi,Ester Epóxi,49 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-ESTER-HPP-965/p/10899715,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Galão Metálico,10.038,Primer,,,Ester Epóxi,Ester Epóxi,49 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-ESTER-HPP-965/p/11492922,Liso,Ultra-Fosco,,,Preto,Preto,,,,Balde Metálico,0,Primer,,,Ester Epóxi,Ester Epóxi,49 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVE-355/p/10001774,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Galão Metálico,0,Promotor De Aderência,,,Epóxi,Epóxi Isocianato,19 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVE-355/p/10001777,Liso,Ultra-Fosco,,,Preto,Preto,,,,Galão Metálico,0,Promotor De Aderência,,,Epóxi,Epóxi Isocianato,19 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVE-355/p/10001782,Liso,Ultra-Fosco,,,Branco,Branco,,,,Galão Metálico,0,Promotor De Aderência,,,Epóxi,Epóxi Isocianato,19 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVE-355/p/13685752,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Galão Metálico,0,Promotor De Aderência,,,Epóxi,Epóxi Isocianato,19 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVE-355/p/14096262,Liso,Ultra-Fosco,,,Branco,Branco,,,,Galão Metálico,0,Promotor De Aderência,,,Epóxi,Epóxi Isocianato,19 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVE-355/p/14201630,Liso,Ultra-Fosco,,,Vermelho Óxido,Vermelho,,,,Galão Metálico,0,Promotor De Aderência,,,Epóxi,Epóxi Isocianato,19 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVE-355/p/15904011,Liso,Ultra-Fosco,,,Preto,Preto,,,,Galão Metálico,0,Promotor De Aderência,,,Epóxi,Epóxi Isocianato,19 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVE-355/p/16156400,Liso,Ultra-Fosco,,,Vermelho Óxido,Vermelho,,,,Balde Metálico,0,Promotor De Aderência,,,Epóxi,Epóxi Isocianato,19 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVE-355/p/16156403,Liso,Ultra-Fosco,,,Vermelho Óxido,Vermelho,,,,Balde Metálico,0,Promotor De Aderência,,,Epóxi,Epóxi Isocianato,19 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVP-315/p/10004652,Liso,Ultra-Fosco,,,Vermelho Óxido,Vermelho,,,,Galão Metálico,83.430,Primer,,,Epóxi,Epóxi Amida,60 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVP-315/p/10004654,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Balde Metálico,0,Primer,,,Epóxi,Epóxi Amida,60 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVP-315/p/10004655,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Galão Metálico,0,Primer,,,Epóxi,Epóxi Amida,60 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVP-315/p/10004657,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Galão Metálico,"MUNSELL N6,5",Primer,,,Epóxi,Epóxi Amida,60 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVP-315/p/10006726,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Galão Metálico,10.015,Primer,,,Epóxi,Epóxi Amida,60 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVP-315/p/10618337,Liso,Ultra-Fosco,,,Vermelho Óxido,Vermelho,,,,Balde Metálico,83.430,Primer,,,Epóxi,Epóxi Amida,60 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVP-315/p/10728579,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Galão Metálico,RAL 7035,Primer,,,Epóxi,Epóxi Amida,60 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVP-315/p/11488883,Liso,Fosco,,,Cinza,Cinza,,,,Balde Metálico,RAL 7035,Primer,,,Epóxi,Epóxi Amida,60 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVP-315/p/12824678,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Balde Metálico,"MUNSELL N6,5",Primer,,,Epóxi,Epóxi Amida,60 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-POXI-CVP-315/p/13203766,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Balde Metálico,0,Primer,,,Epóxi,Epóxi Amida,60 ± 2% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-CVD-501-PIA/p/16720958,Liso,Brilhante,,,Cinza,Cinza,,,,Balde Metálico,W PANTONE COOL GRAY 11C,Dupla Função,,,Poliuretano,Acrílico Alifático,NAO RELEVANTE,
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-CVD-501-PIA/p/16725752,Liso,Brilhante,,,Vermelho,Vermelho,,,,Balde Metálico,W PANTONE 7622C,Dupla Função,,,Poliuretano,Acrílico Alifático,NAO RELEVANTE,
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-CVD-501-PIA/p/16732224,Liso,Brilhante,,,Vermelho,Vermelho,,,,Balde Metálico,W PANTONE 7622C,Dupla Função,,,Poliuretano,Acrílico Alifático,NAO RELEVANTE,
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-CVD-501-PIA/p/16732227,Liso,Brilhante,,,Cinza,Cinza,,,,Balde Metálico,W PANTONE COOL GRAY 11C,Dupla Função,,,Poliuretano,Acrílico Alifático,NAO RELEVANTE,
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-CVD-501-PIA/p/17062348,Liso,Brilhante,,,Vermelho,Vermelho,,,,Balde Metálico,RAL 3001,Dupla Função,,,Poliuretano,Acrílico Alifático,NAO RELEVANTE,
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-CVD-501-PIA/p/17129086,Liso,Brilhante,,,Vermelho,Vermelho,,,,Balde Metálico,RAL 3001,Dupla Função,,,Poliuretano,Acrílico Alifático,NAO RELEVANTE,
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-CVD-501-PIA/p/17159404,Liso,Brilhante,,,Bege,Bege,,,,Balde Metálico,W PANTONE 7528C,Dupla Função,,,Poliuretano,Acrílico Alifático,NAO RELEVANTE,
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-CVD-501-PIA/p/17161505,Liso,Brilhante,,,Bege,Bege,,,,Balde Metálico,W PANTONE 7528C,Dupla Função,,,Poliuretano,Acrílico Alifático,NAO RELEVANTE,
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-CVD-501-PIA/p/17342902,Liso,Brilhante,,,Bege,Bege,,,,Galão Metálico,W PRANTONE 7528C,Dupla Função,,,Poliuretano,Acrílico Alifático,NAO RELEVANTE,
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-CVD-501-PIA/p/17342906,Liso,Brilhante,,,Bege,Bege,,,,Galão Metálico,W PRANTONE 7528C,Dupla Função,,,Poliuretano,Acrílico Alifático,NAO RELEVANTE,
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-ERA-531/p/10004627,Liso,Brilhante,,,Cinza,Cinza,,,,Galão Metálico,"MUNSELL N6,5",Acabamento,,,Poliuretano,Poliéster Modificado Alifático,38 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-ERA-531/p/10004629,Liso,Brilhante,,,Cinza,Cinza,,,,Galão Metálico,RAL 7032,Acabamento,,,Poliuretano,Poliéster Modificado Alifático,38 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-ERA-531/p/10004634,Liso,Brilhante,,,Amarelo,Amarelo,,,,Galão Metálico,MUNSELL 5Y 8/12,Acabamento,,,Poliuretano,Poliéster Modificado Alifático,38 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-ERA-531/p/10004635,Liso,Brilhante,,,Laranja,Laranja,,,,Galão Metálico,"MUNSELL 2,5YR 6/14",Acabamento,,,Poliuretano,Poliéster Modificado Alifático,38 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-ERA-531/p/10004638,Liso,Brilhante,,,Azul,Azul,,,,Galão Metálico,"MUNSELL 2,5PB 4/10",Acabamento,,,Poliuretano,Poliéster Modificado Alifático,38 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-ERA-531/p/10004640,Liso,Brilhante,,,Azul,Azul,,,,Galão Metálico,RAL 5015,Acabamento,,,Poliuretano,Poliéster Modificado Alifático,38 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-ERA-531/p/10004642,Liso,Brilhante,,,Preto,Preto,,,,Galão Metálico,MUNSELL N1,Acabamento,,,Poliuretano,Poliéster Modificado Alifático,38 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-ERA-531/p/10004673,Liso,Brilhante,,,Verde,Verde,,,,Balde Metálico,55.100,Acabamento,,,Poliuretano,Poliéster Modificado Alifático,38 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-ERA-531/p/10004675,Liso,Brilhante,,,Branco,Branco,,,,Galão Metálico,"W MUNSELL N9,5",Acabamento,,,Poliuretano,Poliéster Modificado Alifático,38 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-ERA-531/p/10004700,Liso,Semi-Fosco,,,Branco,Branco,,,,Galão Metálico,RAL 9010,Acabamento,,,Poliuretano,Poliéster Modificado Alifático,38 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-LXP-545/p/10002427,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Galão Metálico,MUNSELL N8,Primer,,,Poliuretano,Poliéster Modificado Aromatico,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-LXP-545/p/10932027,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Balde Metálico,MUNSELL N8,Primer,,,Poliuretano,Poliéster Modificado Aromatico,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-LXP-545/p/11737263,Liso,Ultra-Fosco,,,Verde,Verde,,,,Balde Metálico,55.570,Primer,,,Poliuretano,Poliéster Modificado Aromatico,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-LXP-545/p/13203301,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Galão Metálico,MUNSELL N8,Primer,,,Poliuretano,Poliéster Modificado Aromatico,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-LXP-545/p/13204220,Liso,Ultra-Fosco,,,Cinza,Cinza,,,,Balde Metálico,MUNSELL N8,Primer,,,Poliuretano,Poliéster Modificado Aromatico,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-LXP-545/p/13204630,Liso,Ultra-Fosco,,,Verde,Verde,,,,Balde Metálico,55.570,Primer,,,Poliuretano,Poliéster Modificado Aromatico,40 ± 5% (ISO 3233 - 1998),
https://www.weg.net/catalog/weg/BR/pt/Tintas-e-Vernizes/Tinta-Liquida/Industrial-Anticorrosivo/Implementos-Agr%C3%ADcolas/W-THANE-LXP-545/p/13257819,Liso,Ultra-Fosco,,,Verde,Verde,,,,Balde Metálico,50.030,Primer,,,Poliuretano,Poliéster Modificado Aromatico,40 ± 5% (ISO 3233 - 1998),
